t,X,Y,Z
3.937853,0.054688,-0.054688,0.96875
3.938179,0.054688,-0.070312,1.0
3.938505,0.046875,-0.054688,0.992188
3.938831,0.054688,-0.070312,0.96875
3.939157,0.007812,-0.09375,0.992188
3.939483,0.03125,-0.09375,0.984375
3.939809,0.007812,-0.078125,0.984375
3.940135,0.0,-0.101562,0.984375
3.940461,0.070312,-0.101562,0.976562
3.940787,0.039062,-0.085938,1.023438
3.941113,0.039062,-0.070312,0.976562
3.941439,0.023438,-0.078125,0.976562
3.941765,0.046875,-0.085938,0.984375
3.942091,0.101562,-0.070312,0.984375
3.942416,0.078125,-0.046875,0.953125
3.942742,0.0625,-0.054688,1.0
3.943068,0.03125,-0.054688,0.976562
3.943394,0.0625,-0.09375,0.976562
3.94372,0.039062,-0.09375,1.0
3.944046,0.046875,-0.0625,0.953125
3.944372,0.0,-0.085938,0.976562
3.944698,0.046875,-0.09375,0.992188
3.945024,0.046875,-0.054688,0.984375
3.94535,0.054688,-0.0625,0.992188
3.945676,0.054688,-0.085938,0.992188
3.946002,0.039062,-0.078125,0.976562
3.946328,0.039062,-0.085938,1.007812
3.946654,0.054688,-0.0625,0.984375
3.946979,0.023438,-0.0625,0.9375
3.947305,0.046875,-0.054688,0.992188
3.947631,0.054688,-0.078125,0.992188
3.947957,0.0625,-0.085938,1.0
3.948283,0.03125,-0.070312,0.984375
3.948609,0.070312,-0.078125,0.992188
3.948935,0.0,-0.03125,0.9375
3.949261,0.023438,-0.070312,0.960938
3.949587,0.046875,-0.054688,1.0
3.949913,0.03125,-0.054688,1.0
3.950239,0.054688,-0.117188,1.007812
3.950565,0.054688,-0.101562,0.984375
3.950891,0.03125,-0.109375,0.96875
3.951216,0.070312,-0.054688,0.992188
3.951542,0.015625,-0.046875,0.992188
3.951868,0.0625,-0.085938,0.992188
3.952194,0.039062,-0.046875,1.0
3.95252,0.03125,-0.101562,1.0
3.952846,0.0,-0.09375,0.96875
3.953172,0.023438,-0.085938,0.984375
3.953498,0.0,-0.0625,0.960938
3.953824,0.0625,-0.109375,0.976562
3.95415,0.039062,-0.101562,0.960938
3.954476,0.046875,-0.0625,0.992188
3.954802,0.046875,-0.046875,0.976562
3.955128,0.046875,-0.054688,0.96875
3.955454,0.0,-0.03125,0.953125
3.955779,0.046875,-0.085938,0.984375
3.956105,0.054688,-0.09375,0.984375
3.956431,0.023438,-0.09375,1.007812
3.956757,0.054688,-0.070312,0.992188
3.957083,0.046875,-0.101562,0.976562
3.957409,0.039062,-0.085938,0.984375
3.957735,0.046875,-0.085938,1.0
3.958061,0.046875,-0.09375,0.96875
3.958387,0.039062,-0.0625,1.0
3.958713,0.0625,-0.070312,0.992188
3.959039,0.0625,-0.109375,0.96875
3.959365,0.046875,-0.054688,0.960938
3.959691,0.039062,-0.054688,0.984375
3.960017,0.03125,-0.0625,1.0
3.960342,0.007812,-0.046875,0.953125
3.960668,0.054688,-0.085938,0.96875
3.960994,0.03125,-0.109375,1.0
3.96132,0.023438,-0.070312,0.945312
3.961646,0.039062,-0.03125,0.96875
3.961972,0.054688,-0.09375,1.0
3.962298,0.070312,-0.054688,0.976562
3.962624,0.078125,-0.054688,1.0
3.96295,0.039062,-0.078125,1.0
3.963276,0.054688,-0.039062,0.992188
3.963602,0.054688,-0.085938,0.976562
3.963928,0.0,-0.070312,0.992188
3.964254,0.054688,-0.070312,0.96875
3.96458,0.054688,-0.046875,1.0
3.964905,0.054688,-0.101562,0.945312
3.965231,0.078125,-0.101562,0.984375
3.965557,0.039062,-0.0625,0.945312
3.965883,0.046875,-0.09375,0.984375
3.966209,0.054688,-0.039062,0.976562
3.966535,0.007812,-0.070312,0.96875
3.966861,0.03125,-0.085938,0.9375
3.967187,0.007812,-0.078125,0.945312
3.967513,0.039062,-0.109375,0.976562
3.967839,0.023438,-0.0625,0.960938
3.968165,0.070312,-0.109375,1.0
3.968491,0.015625,-0.085938,1.0
3.968817,0.0625,-0.101562,0.960938
3.969142,0.023438,-0.101562,0.992188
3.969468,0.070312,-0.101562,1.023438
3.969794,0.085938,-0.023438,0.929688
3.97012,0.007812,-0.054688,0.9375
3.970446,0.078125,-0.070312,1.03125
3.970772,0.023438,-0.070312,0.953125
3.971098,0.015625,-0.078125,1.046875
3.971424,0.0625,-0.054688,1.015625
3.97175,0.046875,-0.078125,1.0
3.972076,0.046875,-0.085938,0.992188
3.972402,0.023438,-0.078125,0.992188
3.972728,0.0625,-0.078125,1.0
3.973054,0.046875,-0.054688,0.984375
3.97338,0.0,-0.039062,0.96875
3.973705,0.015625,-0.03125,1.015625
3.974031,0.054688,-0.070312,1.03125
3.974357,0.046875,-0.054688,1.023438
3.974683,0.046875,-0.023438,0.945312
3.975009,0.078125,-0.039062,0.992188
3.975335,0.046875,-0.117188,0.984375
3.975661,0.046875,-0.101562,1.0
3.975987,0.046875,-0.070312,1.007812
3.976313,0.03125,-0.039062,1.0
3.976639,0.0625,-0.085938,1.015625
3.976965,0.039062,-0.085938,1.0
3.977291,0.046875,-0.101562,0.992188
3.977617,0.023438,-0.039062,0.976562
3.977943,0.070312,-0.085938,0.992188
3.978268,0.007812,-0.070312,0.976562
3.978594,0.023438,-0.070312,0.976562
3.97892,0.054688,-0.085938,1.0
3.979246,0.0,-0.0625,0.976562
3.979572,0.015625,-0.054688,0.960938
3.979898,0.0,-0.09375,0.992188
3.980224,0.007812,-0.078125,1.0
3.98055,0.0,-0.054688,0.960938
3.980876,0.039062,-0.0625,0.992188
3.981202,0.023438,-0.054688,1.007812
3.981528,0.023438,-0.09375,0.984375
3.981854,0.054688,-0.0625,0.992188
3.98218,0.03125,-0.085938,0.96875
3.982506,0.007812,-0.039062,1.039062
3.982831,0.039062,-0.0625,1.0
3.983157,0.023438,-0.109375,0.953125
3.983483,0.046875,-0.046875,1.0
3.983809,0.070312,-0.0625,1.0
3.984135,0.023438,-0.0625,0.953125
3.984461,0.023438,-0.039062,0.9375
3.984787,0.023438,-0.070312,0.976562
3.985113,0.023438,-0.054688,0.976562
3.985439,0.023438,-0.054688,0.96875
3.985765,0.046875,-0.0625,1.0
3.986091,0.023438,-0.070312,1.0
3.986417,0.054688,-0.078125,0.976562
3.986743,0.023438,-0.070312,0.992188
3.987068,0.085938,-0.0625,1.0
3.987394,0.09375,-0.070312,1.0
3.98772,0.078125,-0.0625,0.992188
3.988046,0.023438,-0.085938,0.953125
3.988372,0.054688,-0.078125,0.945312
3.988698,0.0625,-0.070312,0.992188
3.989024,0.054688,-0.101562,1.007812
3.98935,0.039062,-0.070312,0.953125
3.989676,0.054688,-0.054688,0.960938
3.990002,0.054688,-0.046875,0.96875
3.990328,0.03125,-0.070312,0.960938
3.990654,0.046875,-0.09375,0.992188
3.99098,0.03125,-0.070312,0.953125
3.991306,0.046875,-0.054688,1.0
3.991631,0.054688,-0.054688,0.976562
3.991957,0.078125,-0.070312,0.921875
3.992283,0.023438,-0.109375,0.984375
3.992609,0.046875,-0.046875,0.96875
3.992935,0.046875,-0.09375,0.984375
3.993261,0.039062,-0.070312,0.984375
3.993587,0.023438,-0.039062,0.992188
3.993913,0.03125,-0.054688,0.960938
3.994239,0.070312,-0.039062,0.945312
3.994565,0.039062,-0.0625,0.992188
3.994891,0.054688,-0.0625,0.984375
3.995217,0.015625,-0.0625,0.96875
3.995543,0.046875,-0.070312,1.007812
3.995869,0.070312,-0.0625,1.0
3.996194,0.070312,-0.085938,1.0
3.99652,0.0625,-0.078125,0.992188
3.996846,0.0625,-0.148438,0.984375
3.997172,0.046875,-0.09375,1.0
3.997498,0.007812,-0.039062,0.96875
3.997824,0.015625,-0.054688,0.976562
3.99815,0.054688,-0.078125,0.992188
3.998476,0.0,-0.023438,0.9375
3.998802,0.054688,-0.0625,0.984375
3.999128,0.054688,-0.0625,1.0
3.999454,0.03125,-0.078125,0.953125
3.99978,0.015625,-0.09375,0.992188
4.000106,0.023438,-0.09375,0.984375
4.000432,0.070312,-0.085938,1.0
4.000757,0.054688,-0.070312,1.0
4.001083,0.015625,-0.101562,0.960938
4.001409,0.054688,-0.070312,0.96875
4.001735,0.039062,-0.054688,0.984375
4.002061,0.03125,-0.09375,1.0
4.002387,0.023438,-0.070312,0.945312
4.002713,0.007812,-0.078125,0.945312
4.003039,0.0625,-0.070312,0.992188
4.003365,0.007812,-0.046875,0.960938
4.003691,0.023438,-0.101562,0.984375
4.004017,0.070312,-0.085938,1.039062
4.004343,0.046875,-0.0625,0.953125
4.004669,0.0,-0.03125,0.992188
4.004994,0.046875,-0.054688,1.0
4.00532,0.054688,-0.054688,0.992188
4.005646,0.070312,-0.054688,0.992188
4.005972,0.054688,-0.078125,0.992188
4.006298,0.09375,-0.078125,0.945312
4.006624,0.039062,-0.085938,0.984375
4.00695,0.023438,-0.070312,1.023438
4.007276,0.054688,-0.070312,1.0
4.007602,0.023438,-0.09375,0.992188
4.007928,0.070312,-0.070312,0.96875
4.008254,0.015625,-0.0625,0.960938
4.00858,0.039062,-0.054688,0.976562
4.008906,0.046875,-0.039062,0.960938
4.009232,0.070312,-0.078125,0.96875
4.009557,0.023438,-0.0625,0.984375
4.009883,0.015625,-0.0625,0.960938
4.010209,0.007812,-0.046875,0.976562
4.010535,0.046875,-0.070312,1.023438
4.010861,0.0,-0.085938,1.0
4.011187,0.0625,-0.070312,0.96875
4.011513,0.007812,-0.109375,0.96875
4.011839,0.046875,-0.085938,0.992188
4.012165,0.054688,-0.085938,0.992188
4.012491,0.039062,-0.070312,0.984375
4.012817,0.039062,-0.078125,1.0
4.013143,0.039062,-0.070312,1.0
4.013469,0.023438,-0.0625,0.992188
4.013795,0.015625,-0.054688,0.984375
4.01412,0.046875,-0.070312,1.007812
4.014446,0.054688,-0.054688,0.976562
4.014772,0.054688,-0.085938,1.03125
4.015098,0.070312,-0.054688,0.96875
4.015424,0.054688,-0.085938,1.0
4.01575,0.039062,-0.054688,0.992188
4.016076,0.023438,-0.070312,0.953125
4.016402,0.015625,-0.085938,0.984375
4.016728,0.0625,-0.078125,0.992188
4.017054,0.023438,-0.101562,0.953125
4.01738,0.03125,-0.078125,1.0
4.017706,0.023438,-0.09375,0.96875
4.018032,0.039062,-0.039062,0.992188
4.018358,0.070312,-0.101562,1.0
4.018683,0.0625,-0.054688,1.0
4.019009,0.023438,-0.046875,0.984375
4.019335,0.054688,-0.09375,1.0
4.019661,0.023438,-0.0625,0.992188
4.019987,0.054688,-0.085938,1.03125
4.020313,0.054688,-0.070312,1.0
4.020639,0.046875,-0.078125,1.023438
4.020965,0.0625,-0.09375,0.992188
4.021291,0.007812,-0.085938,1.0
4.021617,0.046875,-0.101562,0.992188
4.021943,0.0625,-0.0625,0.984375
4.022269,0.023438,-0.046875,0.945312
4.022595,0.007812,-0.078125,0.976562
4.02292,0.054688,-0.03125,0.9375
4.023246,0.015625,-0.070312,1.007812
4.023572,0.0625,-0.085938,1.015625
4.023898,0.03125,-0.109375,1.0
4.024224,0.023438,-0.039062,0.898438
4.02455,0.039062,-0.046875,0.96875
4.024876,0.039062,-0.085938,1.0
4.025202,0.023438,-0.046875,1.007812
4.025528,0.054688,-0.09375,0.976562
4.025854,0.078125,-0.0625,0.992188
4.02618,0.03125,-0.039062,0.976562
4.026506,0.0,-0.007812,1.023438
4.026832,0.039062,-0.03125,0.976562
4.027158,0.046875,-0.085938,0.976562
4.027483,0.085938,-0.078125,0.992188
4.027809,0.054688,-0.03125,0.960938
4.028135,0.054688,-0.070312,0.992188
4.028461,0.046875,-0.109375,1.0
4.028787,0.039062,-0.085938,0.953125
4.029113,0.007812,-0.070312,0.9375
4.029439,0.0625,-0.0625,1.0
4.029765,0.023438,-0.070312,1.0
4.030091,0.03125,-0.070312,1.0
4.030417,0.039062,-0.070312,1.0
4.030743,0.03125,-0.0625,1.0
4.031069,0.015625,-0.078125,1.03125
4.031395,0.023438,-0.078125,0.984375
4.031721,0.054688,-0.078125,0.992188
4.032046,0.039062,-0.070312,0.984375
4.032372,0.039062,-0.070312,0.96875
4.032698,0.015625,-0.070312,0.984375
4.033024,0.070312,-0.046875,0.96875
4.03335,0.054688,-0.070312,1.007812
4.033676,0.023438,-0.0625,1.0
4.034002,0.007812,-0.101562,1.015625
4.034328,0.007812,-0.023438,0.976562
4.034654,0.070312,-0.070312,0.9375
4.03498,0.054688,-0.0625,0.960938
4.035306,0.0,-0.09375,0.992188
4.035632,0.078125,-0.046875,0.984375
4.035958,0.109375,-0.101562,1.0
4.036284,0.023438,-0.0625,0.984375
4.036609,0.023438,-0.070312,0.953125
4.036935,0.0,-0.046875,1.0
4.037261,0.023438,-0.070312,0.96875
4.037587,0.046875,-0.101562,0.96875
4.037913,0.03125,-0.0625,1.0
4.038239,0.039062,-0.078125,0.976562
4.038565,0.007812,-0.078125,1.0
4.038891,0.039062,-0.085938,0.9375
4.039217,0.03125,-0.085938,0.984375
4.039543,0.0625,-0.078125,0.921875
4.039869,0.054688,-0.085938,0.960938
4.040195,0.046875,-0.09375,0.945312
4.040521,0.03125,-0.039062,0.984375
4.040846,0.046875,-0.109375,0.992188
4.041172,0.101562,-0.09375,0.976562
4.041498,0.054688,-0.046875,0.960938
4.041824,0.054688,-0.015625,1.0
4.04215,0.03125,-0.125,1.039062
4.042476,0.054688,-0.101562,1.023438
4.042802,0.046875,-0.085938,0.984375
4.043128,0.023438,-0.03125,0.96875
4.043454,0.046875,-0.039062,0.960938
4.04378,0.0625,-0.09375,1.0
4.044106,0.070312,-0.078125,0.984375
4.044432,0.0625,-0.101562,0.984375
4.044758,0.054688,-0.039062,0.9375
4.045084,0.039062,-0.070312,0.976562
4.045409,0.03125,-0.078125,0.96875
4.045735,0.039062,-0.070312,0.984375
4.046061,0.039062,-0.046875,1.0
4.046387,0.023438,-0.039062,1.023438
4.046713,0.03125,-0.070312,0.976562
4.047039,0.0625,-0.09375,0.992188
4.047365,0.085938,-0.101562,0.992188
4.047691,0.039062,-0.046875,1.0
4.048017,0.085938,-0.054688,0.953125
4.048343,0.070312,-0.054688,1.0
4.048669,0.039062,-0.101562,0.976562
4.048995,0.007812,-0.117188,1.0
4.049321,0.0,-0.117188,0.992188
4.049647,0.046875,-0.09375,0.96875
4.049972,0.039062,-0.109375,1.023438
4.050298,0.054688,-0.046875,0.929688
4.050624,0.085938,-0.078125,0.976562
4.05095,0.046875,-0.09375,0.960938
4.051276,0.054688,-0.09375,0.992188
4.051602,0.03125,-0.109375,0.953125
4.051928,0.03125,-0.09375,0.960938
4.052254,0.023438,-0.054688,0.992188
4.05258,0.039062,-0.085938,1.007812
4.052906,0.03125,-0.054688,0.976562
4.053232,0.03125,-0.0625,0.984375
4.053558,0.054688,-0.070312,0.945312
4.053884,0.0625,-0.085938,0.992188
4.05421,0.03125,-0.070312,0.976562
4.054535,0.03125,-0.054688,0.976562
4.054861,0.054688,-0.070312,0.976562
4.055187,0.039062,-0.078125,1.0
4.055513,0.039062,-0.070312,0.945312
4.055839,0.054688,-0.09375,1.007812
4.056165,0.03125,-0.046875,1.0
4.056491,0.023438,-0.039062,0.96875
4.056817,0.023438,-0.0625,1.0
4.057143,0.054688,-0.101562,0.960938
4.057469,0.007812,-0.078125,1.007812
4.057795,0.039062,-0.070312,0.992188
4.058121,0.039062,-0.078125,1.007812
4.058447,0.023438,-0.0625,0.984375
4.058772,0.046875,-0.054688,1.007812
4.059098,0.054688,-0.054688,0.9375
4.059424,0.0625,-0.046875,0.945312
4.05975,0.046875,-0.085938,0.984375
4.060076,0.070312,-0.054688,0.976562
4.060402,0.046875,-0.0625,0.976562
4.060728,0.054688,-0.117188,0.992188
4.061054,0.023438,-0.085938,0.960938
4.06138,0.015625,-0.054688,0.96875
4.061706,0.054688,-0.101562,1.0
4.062032,0.015625,-0.101562,0.984375
4.062358,0.03125,-0.054688,1.0
4.062684,0.03125,-0.046875,0.992188
4.06301,0.0625,-0.0625,1.0
4.063335,0.007812,-0.039062,0.929688
4.063661,0.039062,-0.046875,0.992188
4.063987,0.070312,-0.101562,0.96875
4.064313,0.0,-0.0625,0.976562
4.064639,0.023438,-0.054688,1.0
4.064965,0.046875,-0.039062,1.0
4.065291,0.054688,-0.023438,0.976562
4.065617,0.039062,-0.0625,0.953125
4.065943,0.023438,-0.046875,0.945312
4.066269,0.054688,-0.078125,0.984375
4.066595,0.03125,-0.0625,0.976562
4.066921,0.046875,-0.085938,1.0
4.067247,0.039062,-0.054688,0.960938
4.067573,0.078125,-0.03125,0.992188
4.067898,0.023438,-0.085938,0.953125
4.068224,0.046875,-0.085938,0.984375
4.06855,0.054688,-0.046875,0.976562
4.068876,0.0625,-0.078125,1.0
4.069202,0.039062,-0.085938,1.015625
4.069528,0.015625,-0.03125,1.023438
4.069854,0.054688,-0.0625,0.929688
4.07018,0.046875,-0.070312,0.992188
4.070506,0.03125,-0.078125,1.0
4.070832,0.039062,-0.078125,0.992188
4.071158,0.054688,-0.0625,1.007812
4.071484,0.03125,-0.09375,0.96875
4.07181,0.054688,-0.085938,1.007812
4.072136,0.03125,-0.070312,1.007812
4.072461,0.054688,-0.09375,0.992188
4.072787,0.039062,-0.0625,1.0
4.073113,0.070312,-0.070312,0.992188
4.073439,0.039062,-0.039062,0.984375
4.073765,0.023438,-0.101562,1.0
4.074091,0.054688,-0.0625,0.992188
4.074417,0.070312,-0.078125,0.960938
4.074743,0.039062,-0.070312,0.984375
4.075069,0.046875,-0.101562,1.007812
4.075395,0.039062,-0.101562,1.03125
4.075721,0.03125,-0.101562,0.9375
4.076047,0.046875,-0.023438,0.929688
4.076373,0.03125,-0.070312,0.960938
4.076698,0.023438,-0.046875,0.992188
4.077024,0.039062,-0.03125,0.9375
4.07735,0.015625,-0.054688,0.992188
4.077676,0.007812,-0.085938,0.96875
4.078002,0.0625,-0.070312,0.984375
4.078328,0.023438,-0.0625,0.9375
4.078654,0.046875,-0.070312,0.96875
4.07898,0.046875,-0.054688,0.960938
4.079306,0.070312,-0.085938,0.984375
4.079632,0.023438,-0.0625,0.984375
4.079958,0.054688,-0.085938,1.0
4.080284,0.007812,-0.054688,0.929688
4.08061,0.070312,-0.054688,1.0
4.080936,0.039062,-0.070312,0.992188
4.081261,0.0,-0.0625,1.0
4.081587,0.039062,-0.070312,0.976562
4.081913,0.023438,-0.078125,1.0
4.082239,0.046875,-0.039062,1.0
4.082565,0.054688,-0.039062,0.921875
4.082891,0.046875,-0.039062,0.992188
4.083217,0.046875,-0.09375,1.007812
4.083543,0.054688,-0.078125,1.0
4.083869,0.03125,-0.0625,0.960938
4.084195,0.03125,-0.039062,0.960938
4.084521,0.03125,-0.054688,0.992188
4.084847,0.023438,-0.085938,1.0
4.085173,0.046875,-0.101562,1.0
4.085499,0.015625,-0.070312,0.992188
4.085824,0.03125,-0.101562,0.984375
4.08615,0.070312,-0.101562,0.992188
4.086476,0.039062,-0.070312,1.0
4.086802,0.046875,-0.070312,1.0
4.087128,0.03125,-0.054688,0.976562
4.087454,0.054688,-0.078125,1.0
4.08778,0.046875,-0.054688,1.0
4.088106,0.023438,-0.078125,0.96875
4.088432,0.0,-0.078125,1.0
4.088758,0.054688,-0.078125,1.0
4.089084,0.054688,-0.046875,0.96875
4.08941,0.054688,-0.046875,0.96875
4.089736,0.039062,-0.039062,0.9375
4.090062,0.039062,-0.101562,0.960938
4.090387,0.046875,-0.070312,0.9375
4.090713,0.054688,-0.070312,0.945312
4.091039,0.039062,-0.070312,0.976562
4.091365,0.023438,-0.109375,1.015625
4.091691,0.0625,-0.09375,1.0
4.092017,0.039062,-0.09375,1.015625
4.092343,0.054688,-0.070312,0.945312
4.092669,0.023438,-0.03125,1.0
4.092995,0.046875,-0.101562,1.007812
4.093321,0.015625,-0.0625,0.992188
4.093647,0.03125,-0.101562,0.984375
4.093973,0.046875,-0.070312,0.953125
4.094299,0.039062,-0.085938,0.992188
4.094624,0.039062,-0.0625,0.992188
4.09495,0.023438,-0.078125,0.960938
4.095276,0.0,-0.085938,0.984375
4.095602,0.023438,-0.070312,1.0
4.095928,0.015625,-0.0625,1.015625
4.096254,0.007812,-0.101562,1.0
4.09658,0.054688,-0.054688,0.984375
4.096906,0.03125,-0.0625,0.929688
4.097232,0.046875,-0.101562,0.984375
4.097558,0.054688,-0.070312,0.992188
4.097884,0.023438,-0.039062,0.96875
4.09821,0.054688,-0.039062,0.96875
4.098536,0.03125,-0.09375,1.007812
4.098862,0.070312,-0.09375,1.0
4.099187,0.054688,-0.09375,0.984375
4.099513,0.078125,-0.046875,0.960938
4.099839,0.054688,-0.078125,0.953125
4.100165,0.046875,-0.070312,0.945312
4.100491,0.078125,-0.039062,0.976562
4.100817,0.03125,-0.109375,0.992188
4.101143,0.0,-0.117188,1.03125
4.101469,0.03125,-0.070312,0.992188
4.101795,0.039062,-0.070312,0.945312
4.102121,0.039062,-0.03125,1.023438
4.102447,0.054688,-0.0625,1.007812
4.102773,0.0625,-0.054688,0.953125
4.103099,0.039062,-0.0625,0.976562
4.103425,0.054688,-0.0625,0.992188
4.10375,0.039062,-0.117188,1.0
4.104076,0.039062,-0.085938,0.96875
4.104402,0.03125,-0.070312,0.96875
4.104728,0.03125,-0.078125,1.0
4.105054,0.015625,-0.046875,1.015625
4.10538,0.03125,-0.007812,0.984375
4.105706,0.007812,-0.046875,1.007812
4.106032,0.039062,-0.0625,0.992188
4.106358,0.054688,-0.039062,1.0
4.106684,0.023438,-0.09375,0.976562
4.10701,0.015625,-0.046875,0.992188
4.107336,0.046875,-0.0625,0.960938
4.107662,0.0,-0.0625,0.984375
4.107988,0.0,-0.070312,0.960938
4.108313,0.046875,-0.0625,0.984375
4.108639,0.03125,-0.070312,1.007812
4.108965,0.023438,-0.070312,0.992188
4.109291,0.039062,-0.070312,1.0
4.109617,0.054688,-0.070312,0.976562
4.109943,0.054688,-0.078125,1.0
4.110269,0.039062,-0.046875,0.984375
4.110595,0.070312,-0.054688,1.0
4.110921,0.0625,-0.03125,0.96875
4.111247,0.046875,-0.0625,0.960938
4.111573,0.046875,-0.101562,1.03125
4.111899,0.054688,-0.09375,0.960938
4.112225,0.0,-0.0625,1.015625
4.11255,0.03125,-0.09375,1.0
4.112876,0.039062,-0.070312,0.96875
4.113202,0.039062,-0.078125,0.960938
4.113528,0.007812,-0.054688,0.992188
4.113854,0.015625,-0.070312,1.0
4.11418,0.054688,-0.09375,0.992188
4.114506,0.023438,-0.070312,1.0
4.114832,0.070312,-0.070312,1.0
4.115158,0.054688,-0.085938,1.0
4.115484,0.0625,-0.046875,1.015625
4.11581,0.023438,-0.054688,0.984375
4.116136,0.03125,-0.070312,0.960938
4.116462,0.054688,-0.078125,0.992188
4.116788,0.023438,-0.078125,1.0
4.117113,0.015625,-0.078125,0.960938
4.117439,0.0,-0.070312,1.0
4.117765,0.023438,-0.070312,0.992188
4.118091,0.023438,-0.054688,0.992188
4.118417,0.054688,-0.039062,0.96875
4.118743,0.046875,-0.09375,0.992188
4.119069,0.054688,-0.070312,0.984375
4.119395,0.023438,-0.0625,0.984375
4.119721,0.070312,-0.109375,1.015625
4.120047,0.0625,-0.054688,0.984375
4.120373,0.046875,-0.054688,0.96875
4.120699,0.046875,-0.109375,1.03125
4.121025,0.023438,-0.070312,0.984375
4.121351,0.039062,-0.054688,1.015625
4.121676,0.054688,-0.085938,0.992188
4.122002,0.039062,-0.070312,0.953125
4.122328,0.054688,-0.078125,1.007812
4.122654,0.015625,-0.023438,0.945312
4.12298,0.054688,-0.070312,1.0
4.123306,0.0,-0.054688,0.96875
4.123632,0.039062,-0.046875,1.015625
4.123958,0.023438,-0.078125,1.007812
4.124284,0.023438,-0.039062,0.992188
4.12461,0.046875,-0.078125,0.953125
4.124936,0.046875,-0.0625,0.992188
4.125262,0.046875,-0.078125,1.0
4.125588,0.03125,-0.078125,0.992188
4.125914,0.03125,-0.054688,0.9375
4.126239,0.078125,-0.070312,0.960938
4.126565,0.015625,-0.0625,0.992188
4.126891,0.023438,-0.101562,0.96875
4.127217,0.039062,-0.085938,0.992188
4.127543,0.054688,-0.070312,0.976562
4.127869,0.09375,-0.09375,0.984375
4.128195,0.046875,-0.09375,0.929688
4.128521,0.054688,-0.117188,0.976562
4.128847,0.007812,-0.0625,0.945312
4.129173,0.0,-0.117188,1.023438
4.129499,0.0,-0.09375,0.992188
4.129825,0.023438,-0.054688,0.9375
4.130151,0.039062,-0.09375,0.992188
4.130477,0.007812,-0.101562,1.0
4.130802,0.015625,-0.070312,0.992188
4.131128,0.03125,-0.085938,1.0
4.131454,0.046875,-0.09375,1.015625
4.13178,0.03125,-0.085938,1.0
4.132106,0.046875,-0.039062,0.96875
4.132432,0.03125,-0.039062,1.007812
4.132758,0.03125,-0.078125,1.03125
4.133084,0.03125,-0.039062,1.0
4.13341,0.070312,-0.085938,0.984375
4.133736,0.054688,-0.09375,0.9375
4.134062,0.054688,-0.09375,0.976562
4.134388,0.03125,-0.070312,0.960938
4.134714,0.039062,-0.0625,0.992188
4.135039,0.046875,-0.078125,0.9375
4.135365,0.039062,-0.085938,0.960938
4.135691,0.054688,-0.0625,0.96875
4.136017,0.078125,-0.078125,0.992188
4.136343,0.015625,-0.054688,0.953125
4.136669,0.054688,-0.09375,0.96875
4.136995,0.015625,-0.09375,0.960938
4.137321,0.039062,-0.070312,0.992188
4.137647,0.046875,-0.070312,1.0
4.137973,0.015625,-0.046875,0.953125
4.138299,0.03125,-0.0625,0.984375
4.138625,0.0625,-0.054688,0.953125
4.138951,0.054688,-0.070312,1.007812
4.139277,0.039062,-0.039062,0.976562
4.139602,0.046875,-0.0625,0.984375
4.139928,0.0,-0.03125,0.960938
4.140254,0.03125,-0.023438,1.0
4.14058,0.0625,-0.09375,0.953125
4.140906,0.03125,-0.054688,0.984375
4.141232,0.046875,-0.078125,0.976562
4.141558,0.023438,-0.046875,0.929688
4.141884,0.023438,-0.09375,0.992188
4.14221,0.039062,-0.09375,1.0
4.142536,0.03125,-0.046875,0.984375
4.142862,0.070312,-0.039062,0.976562
4.143188,0.03125,-0.070312,1.0
4.143514,0.0625,-0.070312,0.945312
4.14384,0.03125,-0.046875,0.960938
4.144165,0.046875,-0.101562,0.96875
4.144491,0.03125,-0.078125,0.945312
4.144817,0.015625,-0.085938,0.945312
4.145143,0.054688,-0.0625,1.007812
4.145469,0.03125,-0.046875,0.976562
4.145795,0.015625,-0.0625,0.992188
4.146121,0.015625,-0.070312,0.992188
4.146447,0.03125,-0.09375,0.960938
4.146773,0.007812,-0.070312,0.96875
4.147099,0.054688,-0.046875,1.0
4.147425,0.046875,-0.09375,0.929688
4.147751,0.039062,-0.085938,0.96875
4.148077,0.03125,-0.0625,0.96875
4.148403,0.03125,-0.085938,1.015625
4.148728,0.023438,-0.0625,0.96875
4.149054,0.007812,-0.070312,0.992188
4.14938,0.023438,-0.039062,0.9375
4.149706,0.0625,-0.0625,0.96875
4.150032,0.046875,-0.078125,0.976562
4.150358,0.046875,-0.0625,0.992188
4.150684,0.03125,-0.054688,0.984375
4.15101,0.046875,-0.085938,0.984375
4.151336,0.085938,-0.015625,0.976562
4.151662,0.023438,-0.070312,0.992188
4.151988,0.015625,-0.039062,0.984375
4.152314,0.070312,-0.117188,0.976562
4.15264,0.007812,-0.070312,0.976562
4.152965,0.023438,-0.078125,0.9375
4.153291,0.085938,-0.09375,1.015625
4.153617,0.054688,-0.070312,0.992188
4.153943,0.085938,-0.023438,0.960938
4.154269,0.046875,-0.0625,0.945312
4.154595,0.039062,-0.101562,0.976562
4.154921,0.085938,-0.0625,0.984375
4.155247,0.039062,-0.085938,0.9375
4.155573,0.046875,-0.070312,0.960938
4.155899,0.007812,-0.085938,0.992188
4.156225,0.054688,-0.054688,0.96875
4.156551,0.007812,-0.09375,0.96875
4.156877,0.054688,-0.039062,0.96875
